Payment_ID,Account_ID,Promise_ID,Payment_Date,Payment_Amount,Payment_Method
588,329,281.0,2025-12-19,667.75,Bank Transfer
589,330,281.0,2026-01-02,89.68,Card
590,330,281.0,2026-01-05,181.82,Online Portal
591,331,282.0,2026-04-26,1263.9,Card
592,332,283.0,2025-12-01,843.26,ACH
593,333,284.0,2025-05-11,157.2,ACH
595,334,,2025-10-22,238.39,Card
594,334,285.0,2025-10-26,1277.18,Bank Transfer
596,335,286.0,2025-05-17,2975.05,Card
597,335,,2025-05-30,536.23,Online Portal
598,336,287.0,2026-03-19,16690.47,Bank Transfer
599,337,287.0,2026-03-20,2709.56,Online Portal
600,338,288.0,2025-04-19,31.62,ACH
601,339,289.0,2025-11-13,7692.58,ACH
602,340,290.0,2026-05-06,8475.6,Bank Transfer
604,341,,2025-12-30,51.38,ACH
603,341,291.0,2026-01-08,1052.78,ACH
605,341,,2026-01-14,37.41,Online Portal
606,342,292.0,2024-12-08,1029.7,Card
607,342,292.0,2024-12-20,838.47,Online Portal
608,342,292.0,2024-12-27,1164.14,ACH
609,343,293.0,2026-03-13,1262.53,Online Portal
610,343,293.0,2026-03-21,1939.02,Card
611,344,294.0,2025-05-01,864.95,Online Portal
612,345,294.0,2025-05-02,132.98,Online Portal
613,346,295.0,2026-01-28,1966.18,Online Portal
614,347,296.0,2026-03-21,4493.45,Card
615,347,296.0,2026-03-31,2828.74,Online Portal
616,347,296.0,2026-04-08,2344.49,ACH
618,348,,2026-01-23,53.95,ACH
617,348,297.0,2026-03-29,3642.14,Online Portal
619,349,298.0,2026-04-24,4366.26,ACH
620,349,298.0,2026-04-24,3011.96,Online Portal
621,350,298.0,2026-04-15,833.32,ACH
622,351,299.0,2025-12-24,1271.4,Online Portal
623,352,299.0,2025-12-23,698.51,Online Portal
624,353,299.0,2025-12-15,568.39,Card
625,354,300.0,2025-08-09,1132.64,ACH
626,355,300.0,2025-08-28,1359.17,Card
627,356,301.0,2026-02-15,26.35,ACH
630,356,,2026-02-15,35.4,ACH
628,356,301.0,2026-02-21,39.38,Bank Transfer
629,356,301.0,2026-02-26,71.14,ACH
631,357,302.0,2024-10-08,128.06,Card
632,358,303.0,2025-08-24,3058.09,Online Portal
634,359,,2024-09-13,325.19,Card
633,359,304.0,2024-10-27,165.92,Online Portal
636,360,,2025-04-29,491.72,Card
635,360,305.0,2025-06-13,1932.81,Online Portal
637,361,306.0,2026-02-02,2177.23,Bank Transfer
638,362,307.0,2025-12-17,1385.98,Bank Transfer
639,362,,2026-01-25,86.54,Card
641,363,,2026-02-06,79.64,Online Portal
640,363,308.0,2026-02-27,5873.73,ACH
642,364,309.0,2025-10-04,164.97,Card
643,365,310.0,2025-08-02,88.89,ACH
645,366,,2025-12-09,556.36,ACH
644,366,311.0,2026-01-05,429.12,Online Portal
646,367,312.0,2025-01-03,133.84,Online Portal
647,367,312.0,2025-01-16,201.88,Online Portal
648,368,313.0,2026-02-19,2309.48,Online Portal
649,369,314.0,2025-04-05,16.14,Online Portal
650,370,315.0,2024-12-14,302.05,ACH
651,370,315.0,2024-12-20,335.49,Online Portal
652,370,315.0,2024-12-27,713.52,Bank Transfer
653,370,,2025-03-25,101.66,Card
654,371,315.0,2024-12-23,198.21,Online Portal
655,372,316.0,2025-01-09,1084.41,Online Portal
656,373,317.0,2026-04-18,787.28,Online Portal
657,373,317.0,2026-04-22,766.71,Online Portal
658,374,318.0,2026-02-15,254.11,ACH
659,375,319.0,2025-11-06,80.53,Online Portal
660,376,320.0,2025-02-14,232.79,ACH
661,377,321.0,2026-03-14,2998.18,Online Portal
663,378,,2026-01-30,4736.71,Online Portal
662,378,322.0,2026-03-06,6044.46,Online Portal
665,379,,2025-04-30,376.15,Card
666,379,,2025-07-09,510.36,Online Portal
664,379,323.0,2025-08-06,1267.87,ACH
667,380,324.0,2025-08-03,718.2,Card
668,380,324.0,2025-08-09,990.26,Online Portal
669,381,324.0,2025-08-06,835.08,ACH
670,382,325.0,2025-05-09,840.57,Card
671,383,326.0,2026-04-06,6787.43,Bank Transfer
673,384,,2024-10-07,229.3,Online Portal
672,384,327.0,2024-12-19,1128.94,ACH
674,385,328.0,2026-02-09,932.94,Online Portal
675,386,329.0,2025-03-02,132.27,ACH
676,386,329.0,2025-03-09,139.49,Online Portal
677,386,329.0,2025-03-18,373.92,Online Portal
679,387,,2025-05-01,815.99,Card
678,387,330.0,2025-07-22,2277.48,Online Portal
680,388,330.0,2025-07-03,1218.03,Card
681,388,330.0,2025-07-15,1162.39,ACH
683,389,,2025-06-05,99.11,Online Portal
682,389,331.0,2025-06-27,157.75,ACH
684,390,332.0,2025-04-19,1943.54,ACH
685,391,333.0,2025-05-01,305.59,ACH
687,392,,2025-08-15,795.69,Bank Transfer
686,392,334.0,2025-09-20,3989.58,Online Portal
688,393,335.0,2025-09-22,316.63,Online Portal
689,393,335.0,2025-10-01,305.61,Card
690,394,336.0,2024-12-14,753.06,Online Portal
691,394,336.0,2024-12-20,1478.33,Card
693,395,,2026-02-07,65.39,ACH
694,395,,2026-02-24,81.97,Online Portal
692,395,337.0,2026-04-03,1851.21,Online Portal
695,396,338.0,2026-02-17,9424.47,Online Portal
696,396,338.0,2026-03-01,7633.43,Online Portal
697,397,339.0,2025-12-22,666.26,ACH
699,398,,2026-02-09,417.67,Online Portal
700,398,,2026-02-26,160.91,Online Portal
698,398,340.0,2026-03-14,6219.17,ACH
701,399,341.0,2026-02-04,3449.36,ACH
702,400,342.0,2026-01-28,825.72,Online Portal
703,400,342.0,2026-02-09,1204.68,Online Portal
704,400,342.0,2026-02-16,1757.09,ACH
705,401,343.0,2025-11-17,152.42,ACH
706,402,344.0,2026-02-09,1400.47,ACH
707,402,344.0,2026-02-13,1168.38,Card
708,402,344.0,2026-02-23,2547.29,Card
709,403,345.0,2025-05-11,1044.94,Bank Transfer
710,403,345.0,2025-05-15,730.54,Online Portal
711,403,345.0,2025-05-23,1679.0,Online Portal
712,404,345.0,2025-05-09,2404.51,ACH
714,405,,2025-03-07,631.26,Online Portal
713,405,346.0,2025-04-13,160.19,Online Portal
715,406,347.0,2025-10-12,74.47,Bank Transfer
716,406,347.0,2025-10-22,150.9,ACH
717,406,347.0,2025-10-29,249.23,Card
718,407,347.0,2025-10-09,177.21,ACH
719,408,348.0,2025-11-13,6561.46,ACH
720,408,,2025-11-26,1887.69,Card
721,409,349.0,2025-02-13,516.71,Card
723,410,,2026-02-01,685.65,Card
724,410,,2026-02-14,442.91,ACH
725,410,,2026-03-10,263.23,ACH
726,410,,2026-03-14,395.81,Card
722,410,350.0,2026-05-12,14749.62,Online Portal
727,411,351.0,2024-12-27,134.94,Bank Transfer
728,412,352.0,2026-02-24,658.19,Online Portal
729,412,352.0,2026-02-24,317.5,ACH
730,412,352.0,2026-03-11,431.02,ACH
732,413,,2024-11-21,78.43,Online Portal
733,413,,2024-11-28,24.92,ACH
731,413,353.0,2024-12-18,171.99,ACH
734,413,,2025-01-01,31.9,ACH
735,414,354.0,2025-05-14,102.42,ACH
736,414,354.0,2025-05-25,124.16,Card
737,414,354.0,2025-05-27,142.42,Bank Transfer
739,415,,2025-03-27,68.59,Online Portal
738,415,355.0,2025-05-25,144.79,Card
740,416,355.0,2025-05-11,164.09,ACH
741,417,356.0,2026-02-06,3786.99,ACH
742,418,357.0,2026-01-08,454.72,ACH
743,418,357.0,2026-01-23,145.47,ACH
744,418,357.0,2026-01-30,191.34,Card
745,419,358.0,2024-09-27,234.64,ACH
746,419,,2024-10-16,199.54,Card
747,419,,2024-10-30,128.38,Online Portal
748,420,359.0,2025-09-28,62.19,Online Portal
749,420,359.0,2025-10-04,64.71,Card
753,421,,2025-02-17,110.7,Online Portal
750,421,360.0,2025-03-29,298.35,Card
751,421,360.0,2025-04-08,218.81,ACH
752,421,360.0,2025-04-21,339.83,ACH
754,422,361.0,2026-03-22,12650.3,ACH
755,423,362.0,2024-11-15,227.97,ACH
756,424,363.0,2025-08-20,1565.03,Online Portal
757,424,363.0,2025-08-24,2316.73,Bank Transfer
758,425,364.0,2025-08-17,838.5,Online Portal
759,426,365.0,2026-01-31,1439.61,Bank Transfer
760,426,365.0,2026-02-01,4285.87,Online Portal
761,427,365.0,2026-02-09,547.54,Online Portal
762,428,366.0,2025-07-09,716.16,Online Portal
763,429,367.0,2025-02-11,445.73,Online Portal
764,429,367.0,2025-02-12,1294.29,ACH
765,429,,2025-03-12,139.59,Online Portal
767,430,,2026-03-05,270.96,Bank Transfer
766,430,368.0,2026-03-26,14575.72,Card
768,431,368.0,2026-04-17,5642.88,ACH
770,432,,2025-08-22,209.81,Online Portal
769,432,369.0,2025-08-25,223.63,Online Portal
771,433,369.0,2025-08-15,223.63,Online Portal
772,434,370.0,2026-02-12,3405.1,Bank Transfer
773,435,371.0,2024-11-07,124.81,ACH
774,435,371.0,2024-11-14,118.98,ACH
775,436,372.0,2025-01-27,154.84,ACH
776,436,372.0,2025-02-08,216.38,ACH
777,437,373.0,2025-02-15,122.13,Online Portal
778,437,373.0,2025-02-25,179.36,Online Portal
782,438,,2025-08-02,1503.95,Online Portal
779,438,374.0,2025-10-06,480.36,ACH
780,438,374.0,2025-10-07,567.69,Online Portal
781,438,374.0,2025-10-18,879.94,Online Portal
783,439,375.0,2025-07-13,19.23,ACH
784,440,376.0,2025-01-12,701.86,Online Portal
785,441,377.0,2025-12-31,645.29,Online Portal
786,442,378.0,2025-02-28,65.74,Online Portal
787,442,378.0,2025-03-15,124.77,Online Portal
788,442,378.0,2025-03-17,188.4,Bank Transfer
789,443,379.0,2025-01-22,2292.31,ACH
790,443,,2025-02-11,704.96,Bank Transfer
792,444,,2025-12-05,278.64,Online Portal
791,444,380.0,2026-01-01,616.16,Card
793,444,,2026-01-03,206.09,Online Portal
794,445,381.0,2025-11-19,2271.35,Online Portal
795,446,382.0,2025-01-31,2499.51,Online Portal
796,447,382.0,2025-02-04,444.12,Card
797,447,382.0,2025-02-15,478.75,Online Portal
798,448,382.0,2025-02-12,1691.34,Online Portal
799,449,383.0,2026-01-17,1300.52,Online Portal
800,449,,2026-01-22,25.16,Online Portal
801,450,384.0,2025-08-24,501.61,Online Portal
802,450,,2025-10-01,221.02,Online Portal
804,451,,2025-01-30,1418.07,Online Portal
803,451,385.0,2025-02-01,589.15,Online Portal
805,451,,2025-03-09,2046.13,Online Portal
806,452,386.0,2025-01-20,511.29,Online Portal
807,453,387.0,2025-03-01,197.49,Card
808,453,387.0,2025-03-13,435.55,Card
809,453,,2025-04-20,105.71,Online Portal
810,454,388.0,2025-04-20,54.05,Bank Transfer
811,454,,2025-05-18,166.76,Online Portal
812,454,,2025-05-18,110.52,ACH
814,455,,2025-07-29,389.29,Card
813,455,389.0,2025-08-02,986.93,Card
816,456,,2026-02-15,12.33,Card
817,456,,2026-02-22,5.47,Online Portal
815,456,390.0,2026-02-25,884.15,Online Portal
818,457,391.0,2026-01-30,1476.47,Card
819,458,392.0,2024-11-30,470.03,ACH
820,459,393.0,2024-12-07,155.13,ACH
822,460,,2024-10-11,47.96,ACH
821,460,394.0,2024-10-17,16.61,Online Portal
824,461,,2026-01-23,51.07,Card
825,461,,2026-01-30,35.98,ACH
823,461,395.0,2026-02-26,971.94,Bank Transfer
827,462,,2025-05-19,129.85,Online Portal
826,462,396.0,2025-05-24,95.85,Online Portal
829,463,,2026-02-08,28.65,Bank Transfer
828,463,397.0,2026-03-10,1069.5,Card
830,464,398.0,2025-05-16,38.4,Online Portal
831,464,,2025-06-14,69.58,ACH
832,464,,2025-07-22,60.01,Online Portal
833,465,399.0,2025-12-28,12873.25,Card
835,466,,2025-07-05,119.26,Online Portal
834,466,400.0,2025-07-19,172.11,ACH
836,466,,2025-08-06,125.83,Bank Transfer
837,466,,2025-08-25,69.59,Online Portal
838,467,400.0,2025-07-18,186.45,Online Portal
839,468,400.0,2025-07-16,272.51,Card
841,469,,2025-08-30,2116.35,Card
840,469,401.0,2025-09-25,2664.1,Online Portal
842,470,402.0,2026-04-11,7148.81,Online Portal
843,471,403.0,2026-05-07,797.67,Online Portal
844,471,403.0,2026-05-22,361.19,Online Portal
845,471,403.0,2026-05-30,293.42,Card
848,472,,2025-09-11,1142.64,Card
846,472,404.0,2025-09-28,197.91,ACH
847,472,404.0,2025-10-02,499.57,Card
849,472,,2025-10-22,473.61,Online Portal
850,473,405.0,2025-11-16,774.65,Online Portal
851,473,405.0,2025-11-21,329.34,ACH
852,473,405.0,2025-11-21,959.3,Card
853,474,405.0,2025-11-26,1172.35,Card
854,475,406.0,2025-08-16,4876.38,Card
855,476,407.0,2025-06-28,280.4,Card
856,477,408.0,2025-09-11,2059.56,ACH
857,477,,2025-09-26,288.93,Online Portal
858,477,,2025-10-14,160.09,Bank Transfer
860,478,,2025-09-17,1813.49,ACH
859,478,409.0,2025-09-21,1797.12,ACH
861,479,410.0,2025-08-29,1468.27,Card
862,479,,2025-08-29,2268.53,ACH
863,480,411.0,2025-07-01,3407.0,Online Portal
865,481,,2025-03-02,129.11,Online Portal
864,481,412.0,2025-04-16,169.1,ACH
866,482,413.0,2025-02-06,511.88,Online Portal
867,483,414.0,2026-03-14,2103.14,Online Portal
868,483,414.0,2026-03-17,4599.07,Online Portal
869,484,415.0,2025-10-04,749.76,Online Portal
870,485,416.0,2025-02-19,154.65,Card
871,485,416.0,2025-03-01,154.34,Online Portal
872,485,416.0,2025-03-10,134.27,ACH
873,486,417.0,2025-05-03,498.79,Online Portal
874,487,418.0,2025-08-06,909.69,ACH
875,487,,2025-09-02,1137.62,ACH
876,488,419.0,2025-09-18,1110.61,Card
877,488,419.0,2025-09-27,1082.72,Online Portal
878,488,419.0,2025-10-06,2568.58,Online Portal
879,489,420.0,2025-10-20,395.91,Online Portal
880,489,420.0,2025-11-02,349.28,Card
881,490,421.0,2025-04-07,86.59,Online Portal
882,491,422.0,2025-01-24,215.57,ACH
883,492,423.0,2024-10-14,23.73,Card
884,493,424.0,2026-03-27,1872.1,Online Portal
885,494,425.0,2025-08-14,476.15,Online Portal
886,494,425.0,2025-08-27,477.73,ACH
887,495,426.0,2025-09-04,1082.98,Card
888,495,,2025-09-05,1240.27,ACH
889,495,,2025-09-10,874.11,ACH
890,496,426.0,2025-09-07,681.19,Card
891,496,426.0,2025-09-18,928.27,Online Portal
892,497,426.0,2025-08-30,773.55,Card
893,498,427.0,2024-10-22,1517.23,Card
894,498,,2024-11-14,313.17,ACH
895,499,428.0,2025-12-03,4943.68,Online Portal
897,500,,2025-07-09,342.47,Card
898,500,,2025-07-28,194.83,ACH
896,500,429.0,2025-07-31,607.06,ACH
899,500,,2025-08-28,94.17,Online Portal
900,500,,2025-09-22,74.83,Online Portal
901,501,430.0,2025-01-07,1030.82,Online Portal
902,501,430.0,2025-01-14,885.47,Card
903,501,,2025-03-12,497.15,Bank Transfer
904,502,430.0,2024-12-30,1151.11,ACH
905,503,431.0,2026-03-13,8914.32,ACH
906,504,432.0,2025-11-24,1519.93,Online Portal
907,504,432.0,2025-12-03,4166.02,ACH
908,505,433.0,2025-06-25,1238.32,Online Portal
909,505,433.0,2025-07-10,1283.95,Bank Transfer
910,506,434.0,2024-09-10,166.44,Online Portal
912,507,,2026-02-09,55.37,Online Portal
911,507,435.0,2026-04-08,3990.24,Bank Transfer
913,508,436.0,2025-12-28,1026.96,Card
914,508,,2026-02-02,74.44,Card
915,509,437.0,2025-01-12,205.62,ACH
916,509,,2025-01-16,61.65,Bank Transfer
917,509,,2025-02-27,34.5,ACH
918,510,438.0,2025-06-08,3116.53,ACH
919,511,438.0,2025-06-07,792.7,ACH
920,512,439.0,2025-09-25,4918.74,ACH
921,512,,2025-10-05,1427.21,Online Portal
923,513,,2025-02-12,347.83,Online Portal
922,513,440.0,2025-03-01,2261.93,Online Portal
924,513,,2025-03-09,374.08,ACH
925,514,441.0,2025-08-04,4494.04,Card
926,515,442.0,2026-02-09,217.23,Online Portal
927,516,443.0,2025-06-20,1910.81,Card
928,516,,2025-06-30,1302.94,ACH
929,517,444.0,2025-07-16,1598.29,ACH
930,518,444.0,2025-07-28,576.06,Online Portal
931,518,444.0,2025-08-10,698.71,Online Portal
932,519,445.0,2025-08-13,2783.38,Online Portal
933,520,446.0,2025-10-27,775.59,Card
934,520,,2025-10-27,1047.62,ACH
935,521,447.0,2024-12-13,453.81,Online Portal
936,522,448.0,2026-01-29,10003.3,ACH
937,522,,2026-02-14,192.11,Online Portal
938,523,449.0,2025-07-01,28.31,Card
939,523,449.0,2025-07-04,54.59,Online Portal
940,524,450.0,2025-06-27,362.26,Card
941,524,,2025-08-18,300.34,ACH
942,525,451.0,2025-10-25,464.58,Bank Transfer
943,526,452.0,2024-10-12,2199.62,ACH
944,527,452.0,2024-10-29,754.39,Card
945,528,453.0,2025-04-15,74.47,Bank Transfer
946,528,453.0,2025-04-20,74.22,Card
947,528,453.0,2025-04-30,157.2,Bank Transfer
948,528,,2025-05-06,648.29,Card
949,529,454.0,2025-02-11,334.04,Online Portal
950,529,454.0,2025-02-11,390.95,ACH
951,529,,2025-02-21,195.12,Online Portal
952,530,455.0,2026-04-04,4224.59,Card
953,531,456.0,2026-02-02,597.46,ACH
954,531,456.0,2026-02-08,1153.4,Card
956,532,,2026-01-13,58.08,ACH
955,532,457.0,2026-01-16,7085.1,Bank Transfer
957,532,,2026-02-22,78.79,ACH
958,533,458.0,2025-05-01,286.09,Online Portal
959,534,458.0,2025-05-25,247.94,Online Portal
960,535,459.0,2026-03-25,796.37,Online Portal
961,536,460.0,2024-10-18,49.24,Card
962,536,460.0,2024-10-26,50.2,Card
965,537,,2025-03-14,208.6,Online Portal
963,537,461.0,2025-04-10,80.9,ACH
964,537,461.0,2025-04-22,289.07,Online Portal
967,538,,2026-01-31,22.56,Online Portal
966,538,462.0,2026-04-19,793.7,ACH
968,539,463.0,2025-08-09,74.39,ACH
969,539,463.0,2025-08-24,155.36,Online Portal
970,539,,2025-08-30,3.83,Online Portal
972,540,,2024-12-12,549.49,Card
971,540,463.0,2025-08-20,112.2,ACH
973,541,463.0,2025-08-11,64.28,Online Portal
974,541,463.0,2025-08-16,138.1,Online Portal
975,542,463.0,2025-08-05,86.31,ACH
976,543,464.0,2025-02-16,206.28,Online Portal
977,543,,2025-04-25,93.34,ACH
978,544,465.0,2025-10-13,5581.19,Online Portal
979,544,465.0,2025-10-15,4228.72,Online Portal
980,544,465.0,2025-10-27,7417.12,ACH
981,545,466.0,2025-02-02,466.43,Online Portal
982,546,466.0,2025-02-07,502.31,Card
983,547,467.0,2025-06-28,644.12,ACH
985,548,,2024-12-31,98.8,ACH
984,548,468.0,2025-02-12,293.18,ACH
986,549,469.0,2025-03-23,3064.99,Online Portal
988,550,,2025-04-08,240.76,ACH
989,550,,2025-05-20,121.35,Card
987,550,470.0,2025-05-29,734.11,Online Portal
991,551,,2025-11-07,28.45,Online Portal
990,551,471.0,2025-11-11,119.67,Online Portal
992,551,,2025-11-27,10.81,Online Portal
993,552,472.0,2025-08-18,3619.88,ACH
994,553,473.0,2026-02-21,634.25,ACH
995,553,473.0,2026-02-27,534.54,ACH
996,553,473.0,2026-03-13,793.43,Online Portal
997,554,474.0,2024-11-05,6397.62,Bank Transfer
998,555,475.0,2026-03-02,11984.51,Online Portal
999,556,476.0,2025-09-25,369.08,ACH
1000,556,476.0,2025-09-25,168.36,Online Portal
1001,556,476.0,2025-10-05,340.01,ACH
1004,557,,2024-11-28,8.44,Online Portal
1002,557,477.0,2024-12-15,110.81,Online Portal
1003,557,477.0,2024-12-28,128.34,ACH
1005,558,478.0,2025-06-29,804.08,Card
1006,558,478.0,2025-07-11,415.52,Online Portal
1007,558,478.0,2025-07-22,1046.26,Bank Transfer
1008,559,479.0,2025-10-04,5631.69,ACH
1009,559,,2025-11-15,1675.83,Bank Transfer
1010,560,480.0,2025-09-23,1127.13,Online Portal
1011,561,481.0,2026-01-09,1326.29,ACH
1012,562,482.0,2025-08-09,255.24,Online Portal
1013,562,482.0,2025-08-23,445.68,Card
1014,563,483.0,2024-12-05,3092.8,Online Portal
1016,564,,2026-02-12,127.0,Bank Transfer
1015,564,484.0,2026-03-20,3589.86,Online Portal
1017,565,484.0,2026-04-02,2745.19,Online Portal
1021,566,,2025-11-21,581.24,Bank Transfer
1018,566,485.0,2025-12-08,2076.02,ACH
1019,566,485.0,2025-12-08,2065.92,ACH
1020,566,485.0,2025-12-10,3026.03,Card
1022,566,,2025-12-14,746.12,Online Portal
1023,567,486.0,2026-03-31,3438.04,ACH
1024,567,486.0,2026-04-10,2384.89,Card
1025,568,487.0,2025-07-13,1181.57,ACH
1026,568,487.0,2025-07-27,1431.91,Card
1027,569,488.0,2025-01-22,290.77,ACH
1028,569,,2025-03-08,137.07,ACH
1029,570,489.0,2026-01-27,1213.79,ACH
1030,570,489.0,2026-01-30,2346.61,Online Portal
1031,571,490.0,2025-02-06,57.3,Online Portal
1032,571,490.0,2025-02-15,124.34,Online Portal
1035,572,,2025-03-07,1044.85,ACH
1033,572,491.0,2025-04-06,204.95,Online Portal
1034,572,491.0,2025-04-20,441.26,ACH
1036,573,492.0,2026-01-30,489.22,ACH
1037,573,,2026-01-31,218.58,ACH
1038,574,493.0,2025-11-21,239.2,ACH
1039,574,493.0,2025-11-24,579.14,ACH
1041,575,,2024-11-07,883.24,Card
1040,575,494.0,2025-01-30,973.82,Online Portal
1042,576,495.0,2025-12-23,2457.05,Online Portal
1043,577,496.0,2025-06-26,16.45,ACH
1044,577,496.0,2025-07-10,23.87,Card
1045,578,497.0,2025-10-01,925.37,Bank Transfer
1046,579,497.0,2025-09-25,925.37,Card
1047,580,497.0,2025-09-24,413.05,Online Portal
1048,580,497.0,2025-09-25,786.56,Online Portal
1049,581,498.0,2024-12-29,33.07,ACH
1050,581,498.0,2025-01-04,55.06,Online Portal
1052,582,,2025-11-04,194.03,Online Portal
1053,582,,2025-11-22,86.38,Online Portal
1051,582,499.0,2025-12-03,3899.25,Card
1054,583,500.0,2025-03-05,1008.75,Online Portal
1056,584,,2026-01-21,293.63,ACH
1055,584,501.0,2026-01-30,4357.59,ACH
1057,585,501.0,2026-01-22,2945.63,Card
1058,586,502.0,2024-10-03,1485.58,Online Portal
1059,586,,2024-11-14,1002.65,Card
1060,587,503.0,2026-01-29,652.68,Online Portal
1061,587,503.0,2026-02-04,1132.44,Card
1062,587,503.0,2026-02-13,1544.31,ACH
1063,588,504.0,2025-11-11,8612.47,Online Portal
1064,589,505.0,2025-12-20,3340.72,Bank Transfer
1065,589,505.0,2025-12-28,3540.77,Card
1066,589,505.0,2026-01-07,3413.88,Online Portal
1067,590,506.0,2025-09-11,49.17,ACH
1068,590,506.0,2025-09-11,89.1,Online Portal
1069,590,506.0,2025-09-24,163.54,ACH
1070,590,,2025-10-29,92.37,ACH
1071,591,507.0,2025-02-08,1155.46,Online Portal
1072,591,,2025-03-14,378.47,Bank Transfer
1073,591,,2025-03-19,351.26,Card
1074,592,508.0,2026-03-20,2659.5,Bank Transfer
1075,593,509.0,2026-01-17,1132.47,ACH
1076,594,510.0,2025-09-20,3044.32,Online Portal
1079,595,,2025-07-05,65.76,ACH
1077,595,511.0,2025-07-30,230.64,Online Portal
1078,595,511.0,2025-08-13,421.89,ACH
1082,596,,2025-05-18,16.85,Bank Transfer
1080,596,512.0,2025-07-19,22.95,Bank Transfer
1081,596,512.0,2025-07-31,51.69,Online Portal
1083,597,513.0,2025-06-14,878.89,Online Portal
1084,598,514.0,2025-03-25,519.94,Card
1085,598,514.0,2025-04-08,448.04,Card
1086,599,515.0,2025-03-17,379.12,Card
1087,599,,2025-04-05,594.21,ACH
1088,600,516.0,2025-09-17,125.23,Card
1089,600,516.0,2025-10-01,226.61,ACH
1090,601,516.0,2025-09-22,97.67,ACH
1091,601,516.0,2025-09-24,226.61,Online Portal
1093,602,,2026-01-09,761.05,ACH
1092,602,517.0,2026-02-09,1478.47,Online Portal
1094,603,518.0,2025-02-14,772.06,ACH
1095,603,518.0,2025-02-14,1490.71,Online Portal
1096,604,519.0,2025-10-07,1029.91,ACH
1097,605,520.0,2024-12-12,2252.46,ACH
1098,605,520.0,2024-12-13,3144.3,Online Portal
1100,606,,2025-04-21,44.44,Online Portal
1099,606,521.0,2025-05-04,144.11,Card
1101,607,522.0,2026-02-12,1743.59,Online Portal
1102,608,523.0,2025-01-28,272.56,Card
